index,is_true_anomaly,is_primary_candidate,is_cross_confirmed,is_auxiliary_candidate,final_lane
0,0,1,0,0,일반 검토
1,0,0,0,0,알림 없음
2,0,0,0,0,알림 없음
3,0,0,0,0,알림 없음
4,0,0,0,0,알림 없음
5,0,0,0,0,알림 없음
6,0,0,0,0,알림 없음
7,0,0,0,0,알림 없음
8,0,0,0,0,알림 없음
9,0,0,0,0,알림 없음
10,0,0,0,0,알림 없음
11,0,0,0,0,알림 없음
12,0,0,0,0,알림 없음
13,0,0,0,0,알림 없음
14,0,0,0,0,알림 없음
15,0,0,0,0,알림 없음
16,0,0,0,0,알림 없음
17,0,0,0,0,알림 없음
18,0,0,0,0,알림 없음
19,0,0,0,0,알림 없음
20,0,0,0,0,알림 없음
21,0,0,0,0,알림 없음
22,0,0,0,0,알림 없음
23,0,0,0,0,알림 없음
24,0,0,0,0,알림 없음
25,0,0,0,0,알림 없음
26,0,0,0,0,알림 없음
27,0,0,0,0,알림 없음
28,0,0,0,0,알림 없음
29,0,0,0,0,알림 없음
30,0,0,0,0,알림 없음
31,0,0,0,0,알림 없음
32,0,0,0,0,알림 없음
33,0,0,0,0,알림 없음
34,0,0,0,0,알림 없음
35,0,0,0,0,알림 없음
36,0,0,0,0,알림 없음
37,0,0,0,0,알림 없음
38,0,0,0,0,알림 없음
39,0,0,0,0,알림 없음
40,0,0,0,0,알림 없음
41,0,0,0,0,알림 없음
42,0,0,0,0,알림 없음
43,0,0,0,0,알림 없음
44,0,0,0,0,알림 없음
45,0,0,0,0,알림 없음
46,0,0,0,0,알림 없음
47,0,0,0,0,알림 없음
48,0,0,0,0,알림 없음
49,0,0,0,0,알림 없음
50,0,0,0,0,알림 없음
51,0,0,0,0,알림 없음
52,0,0,0,0,알림 없음
53,0,0,0,0,알림 없음
54,0,0,0,0,알림 없음
55,0,0,0,0,알림 없음
56,0,0,0,0,알림 없음
57,0,0,0,0,알림 없음
58,0,0,0,0,알림 없음
59,0,0,0,0,알림 없음
60,0,0,0,0,알림 없음
61,0,0,0,0,알림 없음
62,0,0,0,0,알림 없음
63,0,0,0,0,알림 없음
64,0,0,0,0,알림 없음
65,0,0,0,0,알림 없음
66,0,0,0,0,알림 없음
67,0,0,0,0,알림 없음
68,0,0,0,0,알림 없음
69,0,0,0,0,알림 없음
70,0,0,0,0,알림 없음
71,0,0,0,0,알림 없음
72,0,0,0,0,알림 없음
73,0,0,0,0,알림 없음
74,0,0,0,0,알림 없음
75,0,0,0,0,알림 없음
76,0,0,0,0,알림 없음
77,0,0,0,0,알림 없음
78,0,0,0,0,알림 없음
79,0,0,0,0,알림 없음
80,0,0,0,0,알림 없음
81,0,0,0,0,알림 없음
82,0,0,0,0,알림 없음
83,0,0,0,0,알림 없음
84,0,0,0,0,알림 없음
85,0,0,0,0,알림 없음
86,0,0,0,0,알림 없음
87,0,0,0,0,알림 없음
88,0,0,0,0,알림 없음
89,0,0,0,0,알림 없음
90,0,0,0,0,알림 없음
91,0,0,0,0,알림 없음
92,0,0,0,0,알림 없음
93,0,0,0,0,알림 없음
94,0,0,0,0,알림 없음
95,0,0,0,0,알림 없음
96,0,0,0,0,알림 없음
97,0,0,0,0,알림 없음
98,0,0,0,0,알림 없음
99,0,0,0,0,알림 없음
100,0,0,0,0,알림 없음
101,0,0,0,0,알림 없음
102,0,0,0,0,알림 없음
103,0,0,0,0,알림 없음
104,0,0,0,0,알림 없음
105,0,0,0,0,알림 없음
106,0,0,0,0,알림 없음
107,0,0,0,0,알림 없음
108,0,0,0,0,알림 없음
109,0,0,0,0,알림 없음
110,0,0,0,0,알림 없음
111,0,0,0,0,알림 없음
112,0,0,0,0,알림 없음
113,0,0,0,0,알림 없음
114,0,0,0,0,알림 없음
115,0,0,0,0,알림 없음
116,0,0,0,0,알림 없음
117,0,0,0,0,알림 없음
118,0,0,0,0,알림 없음
119,0,0,0,0,알림 없음
120,0,0,0,0,알림 없음
121,0,0,0,0,알림 없음
122,0,0,0,0,알림 없음
123,0,0,0,0,알림 없음
124,0,0,0,0,알림 없음
125,0,1,1,0,자동 경보
126,0,0,0,0,알림 없음
127,0,0,0,0,알림 없음
128,0,0,0,0,알림 없음
129,0,0,0,0,알림 없음
130,0,0,0,0,알림 없음
131,0,0,0,0,알림 없음
132,0,0,0,0,알림 없음
133,0,0,0,0,알림 없음
134,0,0,0,0,알림 없음
135,0,0,0,0,알림 없음
136,0,0,0,0,알림 없음
137,0,0,0,0,알림 없음
138,0,0,0,0,알림 없음
139,0,0,0,0,알림 없음
140,0,0,0,0,알림 없음
141,0,0,0,0,알림 없음
142,0,0,0,0,알림 없음
143,0,0,0,0,알림 없음
144,0,0,0,0,알림 없음
145,0,0,0,0,알림 없음
146,0,0,0,0,알림 없음
147,0,0,0,0,알림 없음
148,0,0,0,0,알림 없음
149,0,0,0,0,알림 없음
150,0,0,0,0,알림 없음
151,0,0,0,0,알림 없음
152,0,0,0,0,알림 없음
153,0,0,0,0,알림 없음
154,0,0,0,0,알림 없음
155,0,0,0,0,알림 없음
156,0,0,0,0,알림 없음
157,0,0,0,0,알림 없음
158,0,0,0,0,알림 없음
159,0,0,0,0,알림 없음
160,0,0,0,0,알림 없음
161,0,0,0,0,알림 없음
162,0,0,0,0,알림 없음
163,0,0,0,0,알림 없음
164,0,0,0,0,알림 없음
165,0,0,0,0,알림 없음
166,0,0,0,0,알림 없음
167,0,0,0,0,알림 없음
168,0,0,0,0,알림 없음
169,0,0,0,0,알림 없음
170,0,0,0,0,알림 없음
171,0,0,0,0,알림 없음
172,0,0,0,0,알림 없음
173,0,0,0,0,알림 없음
174,0,0,0,0,알림 없음
175,0,0,0,0,알림 없음
176,0,0,0,0,알림 없음
177,0,0,0,0,알림 없음
178,0,0,0,0,알림 없음
179,0,0,0,0,알림 없음
180,0,0,0,0,알림 없음
181,0,0,0,0,알림 없음
182,0,1,1,0,자동 경보
183,0,0,0,0,알림 없음
184,0,0,0,0,알림 없음
185,0,0,0,0,알림 없음
186,0,0,0,0,알림 없음
187,0,0,0,0,알림 없음
188,0,1,1,0,자동 경보
189,0,0,0,0,알림 없음
190,0,0,0,0,알림 없음
191,0,0,0,0,알림 없음
192,0,0,0,0,알림 없음
193,0,0,0,0,알림 없음
194,0,0,0,0,알림 없음
195,0,0,0,0,알림 없음
196,0,0,0,0,알림 없음
197,0,0,0,0,알림 없음
198,0,0,0,0,알림 없음
199,0,0,0,0,알림 없음
200,0,0,0,0,알림 없음
201,0,0,0,0,알림 없음
202,0,0,0,0,알림 없음
