index,is_true_anomaly,is_primary_candidate,is_cross_confirmed,is_auxiliary_candidate,final_lane
0,0,0,0,0,알림 없음
1,0,0,0,0,알림 없음
2,0,0,0,0,알림 없음
3,0,0,0,0,알림 없음
4,0,0,0,0,알림 없음
5,0,0,0,0,알림 없음
6,0,0,0,0,알림 없음
7,0,0,0,0,알림 없음
8,0,0,0,0,알림 없음
9,0,0,0,0,알림 없음
10,0,0,0,0,알림 없음
11,0,0,0,0,알림 없음
12,0,0,0,0,알림 없음
13,0,0,0,0,알림 없음
14,0,0,0,0,알림 없음
15,0,0,0,0,알림 없음
16,0,0,0,0,알림 없음
17,0,0,0,0,알림 없음
18,0,0,0,0,알림 없음
19,0,0,0,0,알림 없음
20,0,0,0,0,알림 없음
21,0,0,0,0,알림 없음
22,0,0,0,0,알림 없음
23,0,0,0,0,알림 없음
24,0,0,0,0,알림 없음
25,0,0,0,0,알림 없음
26,0,0,0,0,알림 없음
27,0,0,0,0,알림 없음
28,0,0,0,0,알림 없음
29,0,0,0,0,알림 없음
30,0,0,0,0,알림 없음
31,0,0,0,0,알림 없음
32,0,0,0,0,알림 없음
33,0,0,0,0,알림 없음
34,0,0,0,0,알림 없음
35,0,0,0,0,알림 없음
36,0,0,0,0,알림 없음
37,0,0,0,0,알림 없음
38,0,0,0,0,알림 없음
39,0,0,0,0,알림 없음
40,0,0,0,0,알림 없음
41,0,0,0,0,알림 없음
42,0,0,0,0,알림 없음
43,0,0,0,0,알림 없음
44,0,0,0,0,알림 없음
45,0,0,0,0,알림 없음
46,0,0,0,0,알림 없음
47,0,0,0,0,알림 없음
48,0,0,0,0,알림 없음
49,1,1,0,0,일반 검토
