time_index,normal_p05,normal_p50,normal_p95,normal_reference_00,normal_reference_01,normal_reference_02,normal_reference_03,normal_reference_04,normal_reference_05,normal_reference_06,normal_reference_07,normal_reference_08,normal_reference_09,normal_reference_10,normal_reference_11,normal_reference_12,normal_reference_13,normal_reference_14,normal_reference_15,normal_reference_16,normal_reference_17,normal_reference_18,normal_reference_19
0,-14.319000148773194,-0.44999998807907104,27.372999763488757,8.729999542236328,-4.53000020980835,-11.09000015258789,-11.25,-0.7799999713897705,-14.380000114440918,-3.7699999809265137,10.630000114440918,-0.25,-0.9300000071525574,4.480000019073486,-5.440000057220459,11.460000038146973,-9.079999923706055,-3.259999990463257,-2.690000057220459,-0.44999998807907104,-14.8100004196167,0.1599999964237213,-12.989999771118164
1,-14.987130640900652,4.812826065913491,27.595685580502384,4.469021633915279,5.372391213541445,-11.945652360501496,-11.602173763772715,11.957934387352156,-15.020869763001151,-1.2356522044409877,-2.741684478262194,8.252499777337778,7.8546199361267295,3.03065220946851,-4.02874985596408,20.890217739602793,13.885489437891088,3.100652280061141,-18.893477631651837,-2.627500009925469,-14.447391349336375,4.9192932921907175,-14.683478541996168
2,-15.428651797253153,7.495000165441762,27.362173179958177,-36.29413145003111,15.486086223436438,-11.400435033051863,-11.892173808553945,20.90782590534376,-14.986087011254352,-1.6782608731933262,34.29282688057941,18.740869480630625,13.556412955989009,1.029782620461092,-2.328260838985443,15.771521537200265,24.056522327920664,6.409999992536462,0.8495656718378444,1.839130387358044,-12.424456679302713,6.814456392889437,-16.23608750882356
3,-16.082608782726787,7.511412860258767,32.31342431462329,-7.952826191549716,19.48304271697998,-11.031304152115531,-11.786087077596914,31.635433736054793,-14.05576080861299,-3.3318479138871897,35.120924265488334,23.821358058763586,12.933152514955271,1.5052173675402336,-0.691086993917175,0.051739158837695316,19.548804140609242,0.6636955738067633,15.925000149270762,9.75635826587677,-7.899674195148377,-1.1927172839641569,-16.084347973699156
4,-15.14999997926795,8.586087019547174,30.97934820755668,20.742608557576713,27.94086987039317,-9.945217381352965,-10.73217429285464,29.10043517402981,-11.674348126287045,0.9382608766141142,9.148043692111967,24.407174110412598,13.554130782251773,21.70782678023628,-6.0532607539840315,-12.866956379102625,4.029347881026893,-12.393912978794264,19.68391285771909,10.286304287288498,-0.13217392369457276,-9.224999541821692,-14.586521770643152
5,-13.993744483978853,6.830978515355484,33.669526632972385,20.894184827804565,26.068913832954742,-7.052608852801116,-7.26521753228229,-3.5326084675996166,-5.983804495438285,-5.786304670831431,1.4954891846231804,17.620651556097947,12.672174355258113,26.50358739106553,-3.5632059677787518,6.830978515355484,-1.944184799557148,-14.217391179955525,23.33510857043058,-9.510054020454053,11.259782517895747,6.377010845619699,10.848696356234335
6,-20.908576428371923,5.5343483634617145,35.271163923844036,20.143804487974748,15.469130640444549,-0.920000014097798,12.403478332187813,-21.382608952729598,-6.012608818385913,12.37739156640094,5.665000008500143,-13.814782349959659,6.929130637127421,7.018260795137175,30.181305636530336,0.30630425266597644,3.3086955495502637,2.786087284917406,39.715219041575565,5.55010860704858,-13.99706559595854,3.0864131356710973,39.22130501788595
7,-28.179499561890314,4.69630418523499,37.64254893012669,19.39358661485755,13.226086844568666,9.68239137400751,3.0439127217168256,-4.35663053263787,-13.09043503844221,21.587717056274414,6.006413199169469,-6.732989097418986,6.1963045467501106,-7.501956180385921,34.808478894441016,-4.711521853571356,5.64010856203411,21.507608786873202,29.136087521262787,37.95744560075843,-31.180163456046053,-2.929239037082249,32.43782505781755
8,-26.55095670948858,3.0060868626055472,36.29056627854057,12.499565207439923,12.699565576470423,24.251304792321235,-13.077826707259465,16.91260868570079,-27.014782781186312,27.3356527245563,-0.563043508840645,15.681738697964201,-0.6773911766383923,-2.476956471152927,12.003478179807262,-7.888695633929708,1.5430434423944255,18.81521772301715,12.449130431465486,36.492175143697985,-10.011739067409367,-5.269130250682001,13.546086593814529
9,-10.090021879776678,2.2522282825540083,38.630610312586235,2.2522282825540083,4.833695857421221,39.667173800261125,-2.99608694988748,20.759673719820775,-10.106304500413993,32.92456697381061,-1.1898913279823629,19.647337229355525,-6.696902494067724,-3.5997827001239924,6.6890217836784185,-9.943478294040844,-3.6475000038095087,17.096739064092223,0.8755434285039592,20.935869211735938,17.236793310745853,-5.604075924209926,1.0017391430294993
10,-7.966347719275432,3.3554350085880444,29.83577156896177,-6.439021796959891,-3.2147825904514455,39.961305867070735,10.57434795213783,7.776521651641185,10.579999674921451,27.229783638663914,0.9611956710400799,1.1873912966769888,-8.056412945622982,-4.72739153322966,9.455325758975484,-10.116739065750785,-6.021739083787668,18.640869057696804,-2.76543473419936,11.315325809561687,24.018803907477338,-6.3936955773312105,4.353043322977811
11,-9.931326101655545,2.6149999473405923,19.555086946487428,-11.313097554704417,-4.603260869565218,11.242609024047834,18.22826037199601,-4.131739004798558,21.73369489545407,13.838478337163512,0.9472826165349588,-4.870978430561398,-6.674836811812028,-6.17717397212982,5.206304355807923,-7.9659782026125034,-5.906467505123304,11.878478091696026,-1.108478234230501,8.153967203005495,17.31114089488983,-7.743695748888929,3.1436956032462735
12,-9.20476119932921,0.8263043372527384,18.488781999505083,-11.402173519134521,-3.7691303750743046,19.303912618885853,18.61565158678138,-3.8373912935671606,17.29130400782046,3.316087007522588,0.1036956673083089,-4.205869602120441,-5.048913147138514,-7.441304414168646,-1.9523912098096674,-5.340434965880021,-6.544782555621603,-0.01217385996942832,0.039130435365697984,0.8263043372527384,3.041739165782929,-7.566956468250441,9.629130508588702
13,-8.13744587379953,-2.8821738440057523,19.111467114220503,-9.8781518417856,-2.8821738440057523,28.660434888756782,14.48434771662173,-3.1235870356145115,12.629239082336428,-0.2333695616411125,-1.9108151391796455,-3.8971195091371955,-4.2783697066099755,-8.359130330707716,-3.3555433918600492,-3.731630563735962,-6.931956711022752,-4.892608601114024,-0.17010869818699043,-5.146576269813206,1.0927173942327508,-6.631358584632044,20.45412994467691
14,-9.191325956842173,-3.706086998400481,25.0534781663314,-8.260543444882268,-2.464347746061242,29.294783219047215,14.053912784742272,-2.2832609337309124,9.889130571614146,-0.4339130384766539,-4.146847950375603,-3.706086998400481,-3.956521723581397,-7.999347873356031,-3.5971738203712134,-3.4532609141391255,-5.425325953442117,-4.103478141452954,-0.1641304399008336,-5.736630481222403,-2.440543370402379,-6.766195603038954,26.275652097619098
