time_index,normal_p05,normal_p50,normal_p95,normal_reference_00,normal_reference_01,normal_reference_02,normal_reference_03,normal_reference_04,normal_reference_05,normal_reference_06,normal_reference_07,normal_reference_08,normal_reference_09,normal_reference_10,normal_reference_11,normal_reference_12,normal_reference_13,normal_reference_14,normal_reference_15,normal_reference_16,normal_reference_17,normal_reference_18,normal_reference_19
0,-1.0077288,-0.47721165,-0.10206207,-0.17152241,-0.20190208,-0.7664968,-0.76877314,-0.20615157,-0.62860626,0.7567385,-0.63796294,-0.19612211,-0.19290555,-0.2146275,-0.430181,-0.21297938,-0.14510329,-0.26682594,-0.16676088,-0.7336412,-1.0171431,-0.6968786,3.0244565
1,-1.0077288,-0.4894353,-0.11285214,-0.17152241,-0.20190208,-0.7664968,-0.76877314,-0.20615157,-0.62860626,-0.30907017,-0.63796294,-0.19612211,-0.19290555,-0.2146275,-0.430181,-0.21297938,-0.14510329,-0.26682594,-0.16676088,-0.7336412,-1.0171431,-0.6968786,2.6122825
2,-1.0077288,-0.48542646,-0.10206207,-0.17152241,-0.20190208,-0.7664968,-0.76877314,-0.20615157,-0.62860626,-0.30907017,-0.63796294,-0.19612211,-0.19290555,-0.2146275,0.882665,-0.21297938,-0.14510329,-0.26682594,-0.16676088,-0.7336412,-1.0171431,-0.6968786,-0.5598913
3,-1.0077288,-0.47197658,-0.023954086,-0.17152241,-0.20190208,-0.7664968,-0.76877314,-0.20615157,-0.62860626,-0.30907017,-0.63796294,-0.19612211,-0.19290555,-0.2146275,-0.430181,-0.21297938,-0.14510329,-0.26682594,-0.16676088,-0.7336412,-1.0171431,-0.6968786,-0.5598913
4,-1.0077288,-0.48637155,-0.10206207,-0.17152241,-0.20190208,-0.7664968,-0.76877314,-0.20615157,-0.62860626,-0.30907017,-0.63796294,-0.19612211,-0.19290555,-0.2146275,-0.430181,-0.21297938,-0.14510329,-0.26682594,-0.16676088,-0.7336412,-1.0171431,-0.6968786,0.31663042
5,-1.0077288,-0.48649493,-0.10206207,-0.17152241,-0.20190208,-0.7664968,-0.76877314,-0.20615157,-0.62860626,-0.30907017,-0.63796294,-0.19612211,-0.19290555,-0.2146275,-0.430181,-0.21297938,-0.14510329,-0.26682594,-0.16676088,-0.7336412,-1.0171431,-0.6968786,-0.5598913
6,-1.0077288,-0.48339322,-0.10206207,-0.17152241,-0.20190208,-0.7664968,-0.76877314,-0.20615157,-0.62860626,-0.30907017,-0.63796294,-0.19612211,-0.19290555,-0.2146275,0.06323762,-0.21297938,-0.14510329,-0.26682594,-0.16676088,-0.7336412,-1.0171431,-0.6968786,-0.5598913
7,-1.0065472,-0.4767575,-0.10206207,-0.17152241,-0.20190208,-0.7664968,-0.76877314,-0.20615157,-0.62860626,-0.30907017,-0.63796294,-0.19612211,-0.19290555,-0.2146275,0.31875798,-0.21297938,-0.14510329,-0.26682594,-0.16676088,-0.7336412,-1.0171431,-0.6968786,-0.5598913
8,-1.0065472,-0.48374012,-0.10206207,-0.17152241,-0.20190208,-0.7664968,-0.76877314,-0.20615157,-0.62860626,-0.30907017,-0.63796294,-0.19612211,-0.19290555,-0.2146275,-0.430181,-0.21297938,-0.14510329,-0.26682594,-0.16676088,-0.7336412,-1.0171431,-0.6968786,0.20706522
9,-1.0051358,-0.48542646,-0.10206207,-0.17152241,-0.20190208,-0.7664968,-0.76877314,-0.20615157,-0.62860626,-0.30907017,-0.63796294,-0.19612211,-0.19290555,-0.2146275,-0.430181,-0.21297938,-0.14510329,-0.26682594,-0.16676088,-0.7336412,-1.0171431,-0.6968786,-0.5598913
10,-1.0051358,-0.48649493,-0.10822065,-0.17152241,-0.20190208,-0.7664968,-0.76877314,-0.20615157,-0.62860626,-0.30907017,-0.63796294,-0.19612211,-0.19290555,-0.2146275,-0.430181,-0.21297938,-0.14510329,-0.26682594,-0.16676088,-0.7336412,-1.0171431,-0.6968786,-0.5598913
11,-1.0065472,-0.47831193,-0.10206207,-0.17152241,-0.20190208,-0.7664968,-0.76877314,-0.20615157,-0.62860626,-0.30907017,-0.63796294,-0.19612211,-0.19290555,-0.2146275,0.8121766,-0.21297938,-0.14510329,-0.26682594,-0.16676088,-0.7336412,-1.0171431,-0.6968786,0.23315217
12,-1.0065472,-0.48339322,-0.10206207,-0.17152241,-0.20190208,-0.7664968,-0.76877314,-0.20615157,-0.62860626,-0.30907017,-0.63796294,-0.19612211,-0.19290555,-0.2146275,-0.430181,-0.21297938,-0.14510329,-0.26682594,-0.16676088,-0.7336412,-1.0171431,-0.6968786,-0.5598913
13,-1.0065472,-0.48656622,-0.10206207,-0.17152241,-0.20190208,-0.7664968,-0.76877314,-0.20615157,-0.62860626,-0.30907017,-0.63796294,-0.19612211,-0.19290555,-0.2146275,-0.430181,-0.21297938,-0.14510329,-0.26682594,-0.16676088,-0.7336412,-1.0171431,-0.6968786,-0.5598913
14,-1.0051358,-0.48507038,-0.10206207,-0.17152241,-0.20190208,-0.7664968,-0.76877314,-0.20615157,-0.62860626,-0.30907017,-0.63796294,-0.19612211,-0.19290555,-0.2146275,-0.430181,-0.21297938,-0.14510329,-0.26682594,-0.16676088,-0.7336412,-1.0171431,-0.6968786,-0.54945654
15,-1.0002434,-0.466903,0.011069037,-0.17152241,-0.20190208,-0.7664968,-0.76877314,-0.20615157,-0.62860626,-0.30907017,-0.63796294,-0.19612211,-0.19290555,-0.2146275,1.2879732,-0.21297938,-0.14510329,-0.26682594,-0.16676088,-0.7336412,-1.0171431,-0.6968786,0.2801087
16,-1.0002434,-0.48024705,-0.10206207,-0.17152241,-0.20190208,-0.7664968,-0.76877314,-0.20615157,-0.62860626,-0.30907017,-0.63796294,-0.19612211,-0.19290555,-0.2146275,-0.430181,-0.21297938,-0.14510329,-0.26682594,-0.16676088,-0.7336412,-1.0171431,-0.6968786,-0.5598913
17,-1.0002434,-0.48374534,-0.10206207,-0.17152241,-0.20190208,-0.7664968,-0.76877314,-0.20615157,-0.62860626,-0.30907017,-0.63796294,-0.19612211,-0.19290555,-0.2146275,-0.430181,-0.21297938,-0.14510329,-0.26682594,-0.16676088,-0.7336412,-1.0171431,-0.6968786,-0.5598913
18,-1.0002434,-0.46214506,0.3069949,-0.17152241,-0.20190208,-0.7664968,-0.76877314,-0.20615157,-0.62860626,-0.30907017,-0.63796294,-0.19612211,-0.19290555,-0.2146275,-0.430181,-0.21297938,-0.14510329,-0.26682594,-0.16676088,-0.7336412,-1.0171431,-0.6968786,-0.5598913
19,-0.9927422,-0.46350756,0.28671315,-0.17152241,-0.20190208,-0.7664968,-0.76877314,-0.20615157,-0.62860626,-0.30907017,-0.63796294,-0.19612211,-0.19290555,-0.2146275,-0.430181,-0.21297938,-0.14510329,-0.26682594,-0.16676088,-0.7336412,-1.0171431,-0.6968786,0.8018478
20,-0.9927422,-0.46593022,0.010967767,-0.17152241,-0.20190208,-0.7664968,-0.76877314,-0.20615157,-0.62860626,-0.30907017,-0.63796294,-0.19612211,-0.19290555,-0.2146275,-0.430181,-0.21297938,-0.14510329,-0.26682594,-0.16676088,-0.7336412,-1.0171431,-0.6968786,-0.5598913
