time_index,normal_p05,normal_p50,normal_p95,normal_reference_00,normal_reference_01,normal_reference_02,normal_reference_03,normal_reference_04,normal_reference_05,normal_reference_06,normal_reference_07,normal_reference_08,normal_reference_09,normal_reference_10,normal_reference_11,normal_reference_12,normal_reference_13,normal_reference_14,normal_reference_15,normal_reference_16,normal_reference_17,normal_reference_18,normal_reference_19
0,-1.6789322,0.032462966,1.7822067,1.7790093,0.1328306,1.2208672,-1.0997148,1.2945395,-1.6356221,1.0741382,0.21337272,-0.94401675,2.117755,0.40352142,-1.3208992,-0.1640634,-2.3263302,0.018133959,1.291534,1.1812629,-1.0408623,-0.49223983,0.10373672
1,-1.6929799,0.021184029,1.7490547,1.3304968,0.0036228858,1.2529576,-1.4031957,1.3516577,-1.5950907,0.893979,0.5321313,-0.6857315,1.8203015,0.37731823,-0.75797427,-0.011603592,-2.1956253,0.12980247,1.0284861,1.2397697,-1.2619898,-0.4712566,0.5510157
2,-1.704802,0.012302772,1.7253308,0.6225502,-0.09808811,1.081091,-1.6558295,1.1825947,-1.367849,0.6462357,0.7657166,-0.36785552,1.2251463,0.26921442,-0.063545,0.093367904,-1.9030591,0.31990436,0.63637745,1.2207459,-1.397346,-0.43777686,0.92929786
3,-1.7021338,0.014768212,1.7023909,-0.17684671,-0.19595344,0.745049,-1.8284521,0.77293473,-1.047676,0.37324652,0.91128445,-0.017071007,0.44625196,0.07395434,0.65255135,0.12845503,-1.5106215,0.48439205,0.2086943,1.1282831,-1.4660773,-0.4546808,1.20594
4,-1.640195,-0.0027314925,1.7552495,-0.8908266,-0.32921246,0.29583567,-1.8990415,0.17551611,-0.72823024,0.11126257,0.9793773,0.33401015,-0.34377518,-0.21297711,1.3008262,0.086510755,-1.0851033,0.5432013,-0.16579252,0.9155718,-1.4653873,-0.57814693,1.353695
5,-1.6719011,-0.01502772,1.7099152,-1.384651,-0.53156537,-0.21947008,-1.8427719,-0.4913641,-0.46726432,-0.11048845,0.9858343,0.6739806,-1.009446,-0.56103384,1.817947,-0.018729579,-0.6850108,0.4481414,-0.42069834,0.6015509,-1.3870256,-0.8136285,1.3596168
6,-1.698479,-0.03496561,1.7874248,-1.6025167,-0.7785371,-0.73365235,-1.6439899,-1.1153259,-0.29262012,-0.28708243,0.9568583,0.9754182,-1.4531246,-0.9131802,2.1747594,-0.16695581,-0.35929298,0.2223256,-0.5252914,0.17878875,-1.2208881,-1.1246309,1.2188299
7,-1.717849,-0.033284277,1.7877736,-1.5541825,-0.99794734,-1.1895515,-1.3120177,-1.5969645,-0.21340285,-0.423577,0.9114909,1.2163323,-1.6355343,-1.2003742,2.3417912,-0.3225251,-0.12217389,-0.0901938,-0.49444333,-0.2827602,-0.94525236,-1.4475216,0.94737
8,-1.7434036,-0.010697698,1.7622836,-1.273147,-1.132144,-1.5247018,-0.87053347,-1.8834447,-0.19804963,-0.53507733,0.8639726,1.370527,-1.5777807,-1.3596807,2.314001,-0.44920608,0.026534498,-0.42655814,-0.39580378,-0.7470319,-0.54581356,-1.6604512,0.57488006
9,-1.7305835,0.0018738572,1.6776611,-0.8490262,-1.1242923,-1.7094741,-0.3541227,-1.9504989,-0.23385412,-0.63186926,0.8243006,1.4048007,-1.3194586,-1.3209739,2.1318202,-0.52139336,0.10967811,-0.6798534,-0.2818607,-1.1237891,-0.04011106,-1.6788625,0.15108854
