time_index,normal_p05,normal_p50,normal_p95,normal_reference_00,normal_reference_01,normal_reference_02,normal_reference_03,normal_reference_04,normal_reference_05,normal_reference_06,normal_reference_07,normal_reference_08,normal_reference_09,normal_reference_10,normal_reference_11,normal_reference_12,normal_reference_13,normal_reference_14,normal_reference_15,normal_reference_16,normal_reference_17,normal_reference_18,normal_reference_19
0,1.1862174,3.3099065,5.4539294,3.3611245,5.356474,1.4948161,6.164915,1.9226294,3.8074594,3.364313,1.3028597,2.6231375,3.6693163,-12.418543,4.2255945,5.0474696,3.2188976,4.3714786,1.1863757,3.3172767,1.4781709,1.8280822,4.384353
1,3.1941438,3.9687114,5.76761,3.2002773,4.66376,4.143736,6.079198,4.139772,3.6519296,3.2587063,4.125056,5.051696,3.5820806,-2.1132739,4.057302,4.2760215,3.2231667,5.3208003,3.7926939,3.2398574,3.5781217,3.4522748,4.210479
2,2.8205822,3.5610945,4.4757996,2.8328135,4.224723,3.6920865,5.409038,3.7202134,3.2701113,2.894671,3.653102,3.8846948,3.217024,-0.7980263,3.6758835,3.8595803,2.8584123,3.7175677,3.4024508,2.8748546,3.2146432,3.0671346,3.795722
3,2.7088835,3.385931,4.1637344,2.7314317,4.0265417,3.5706825,5.148268,3.5506344,3.1716807,2.79595,3.5310538,3.6863463,3.1089602,0.4249949,3.576735,3.7001872,2.752246,4.4157853,3.2160146,2.776498,3.0663235,2.9280992,3.666053
4,2.3242974,2.8848875,3.2846239,2.3573186,2.9647832,2.949631,3.553177,3.0569832,2.806389,2.4291344,2.971108,3.1227157,2.7305782,0.66299784,3.1259022,3.0415387,2.3607695,3.0288568,2.7094567,2.3974872,2.66284,2.5130582,3.120677
5,2.2511425,2.766407,3.0695968,2.291884,2.7886543,2.807273,3.2745142,2.8998387,2.7399192,2.3725884,2.7856314,2.924407,2.6630557,0.3968985,3.0319145,2.7914133,2.281837,2.806787,2.5864725,2.3414176,2.5768886,2.437559,2.9042532
6,1.317995,2.269124,2.5497704,2.0528905,2.2723174,2.304898,0.992039,2.3791423,2.4431055,2.132854,2.2944796,2.2881663,2.3931532,0.8680247,2.5701456,2.3300042,2.0268915,2.2670467,2.1616428,2.1038432,2.2840593,2.174826,2.5789144
7,1.391563,1.9410274,2.3284206,1.9398956,2.1137855,1.7699172,1.0613283,1.9174461,2.2811606,2.0146158,1.7345185,1.6127789,2.2314572,0.41735816,2.3129227,2.147807,1.9069372,1.781143,1.7519985,1.9903235,2.0509586,2.00926,2.3147652
8,-0.87530303,1.1415697,1.8292338,1.5927984,0.81129456,-0.3103407,-0.1455914,-0.8718255,1.8412519,1.6251925,-0.30634022,-0.7502652,1.7326641,0.5732332,1.7746354,0.19278134,1.5597169,0.43196368,0.40524825,1.6049377,1.2088069,1.6064821,1.5967337
9,-0.9529391,0.92486846,1.6427635,1.4672601,0.6502488,-0.40610865,-0.1218231,-0.86033916,1.6352321,1.5083483,-0.69841444,-0.745528,1.5248429,0.6672355,1.4357705,0.14399596,1.4410932,0.18329576,0.11633769,1.4938505,0.90837854,1.4572492,1.3797871
10,-0.9982102,0.68405724,1.4864986,1.2524134,0.31190118,-1.0109288,-0.21476796,-0.68331975,1.131154,1.3221515,-1.2836236,-0.73156726,1.1103393,0.049495198,0.8950724,-0.4558819,1.2622544,-0.9140849,0.12613691,1.2849365,-0.06845868,1.3977942,1.0013108
11,-1.0721045,0.008751416,1.1589955,1.0776069,-0.9397044,-1.0625535,-0.21476796,-0.72383934,0.9080383,0.98087627,-1.1595922,-0.7543959,0.521533,0.037091617,0.7818017,-0.7346231,1.0789601,-0.94865507,-1.3286833,1.0717533,-0.27229443,1.247754,0.8595895
