time_index,normal_p05,normal_p50,normal_p95,normal_reference_00,normal_reference_01,normal_reference_02,normal_reference_03,normal_reference_04,normal_reference_05,normal_reference_06,normal_reference_07,normal_reference_08,normal_reference_09,normal_reference_10,normal_reference_11,normal_reference_12,normal_reference_13,normal_reference_14,normal_reference_15,normal_reference_16,normal_reference_17,normal_reference_18,normal_reference_19
0,-0.14817396,1.1385067,2.0678992,1.4374664,0.6940755,1.6783689,1.0979059,1.7527143,1.5528238,1.4348181,1.5173808,1.6285055,1.7020102,1.0131943,1.0404619,0.9134508,1.9451911,1.6160063,0.9714781,0.99273705,-0.21831991,1.3438185,1.7008135
1,-0.1291843,1.1577882,2.068124,1.4555213,0.6725644,1.6786144,1.0231842,1.7761842,1.5498511,1.4062659,1.5540729,1.5894822,1.655567,0.9970749,1.0288699,0.89784795,1.9151974,1.5672127,1.0113059,0.9819977,-0.1725085,1.342597,1.678456
2,-0.10751332,1.1694202,2.0578778,1.474048,0.65221643,1.6792082,0.951085,1.8001561,1.5473036,1.3780197,1.5911682,1.5494388,1.6096812,0.9817853,1.0176986,0.883085,1.8857365,1.5189748,1.0513684,0.97177243,-0.12633106,1.3420184,1.6564646
3,-0.08097723,1.1743128,2.0616422,1.4930404,0.63305175,1.6801498,0.9918377,1.8246214,1.5451819,1.3504354,1.6286557,1.5101289,1.5643557,0.96733654,0.9490028,0.8691731,1.8568563,1.4712963,1.091657,0.96243066,-0.07981098,1.3420832,1.6350399
4,-0.080624215,1.1878953,2.0440917,1.5124922,0.6150898,1.6814393,0.977312,1.8495713,1.5434868,1.3234836,1.6665243,1.4842435,1.5200065,0.95373935,0.94023246,0.856123,1.8290666,1.4245546,1.1321634,0.9541276,-0.03296978,1.3427913,1.6143634
5,-0.06329063,1.2045898,2.0227926,1.5257251,0.5983491,1.6831564,0.9637465,1.8749973,1.5422189,1.2968993,1.7047637,1.4867694,1.4763422,0.9410039,0.932483,0.8439447,1.8018328,1.3785177,1.1728798,0.93990755,0.014172592,1.3441424,1.5940646
6,-0.05351029,1.2081474,1.9923781,1.5041658,0.58284736,1.6852826,0.9511522,1.9008905,1.5414062,1.2712944,1.7397254,1.4898033,1.4332782,0.92913985,0.9257611,0.83264804,1.775256,1.3330827,1.2137985,0.87117165,0.06159772,1.3461775,1.5745667
7,-0.040427707,1.2099751,1.9477805,1.5231913,0.5686013,1.6671911,0.9395396,1.9272989,1.5411074,1.2460243,1.7412931,1.4593767,1.3911618,0.91815645,0.9200726,0.82224196,1.7497661,1.2885356,1.2549125,0.8323825,0.10928855,1.3489828,1.5556349
8,-0.019576658,1.2098264,1.915844,1.5143554,0.55562645,1.6323308,0.9289185,1.9541558,1.5412368,1.2215368,1.7489523,1.4205711,1.3498707,0.9080622,0.9154227,0.812735,1.7248548,1.2448587,1.2962146,0.82719207,0.15722927,1.3524276,1.5371302
9,0.0014911497,1.2112062,1.8651572,1.4955642,0.5177065,1.5978982,0.9192978,1.9814527,1.541794,1.1976863,1.78407,1.3820238,1.3092216,0.8988652,0.9118153,0.80413496,1.7006801,1.2018285,1.3376983,0.7708543,0.20540527,1.3565104,1.5195999
10,-0.0022444169,1.2064979,1.8303546,1.4777926,0.46185154,1.6002722,0.91068596,2.0091813,1.5298564,1.1742954,1.7824506,1.345504,1.2694814,0.8905728,0.90642166,0.79644907,1.6775832,1.1596242,1.3566316,0.7179202,0.2538029,1.3612292,1.5024736
11,0.0077934926,1.1951909,1.7855197,1.4610536,0.45257437,1.579112,0.90309036,2.0373333,1.4950422,1.1519171,1.7546725,1.3053862,1.2307203,0.8411121,0.84741557,0.78968364,1.6550864,1.118473,1.3970035,0.7156351,0.30240962,1.3665822,1.4860127
12,0.0020217989,1.1860552,1.7536458,1.4454973,0.44464657,1.5460672,0.8965177,2.0300696,1.4969625,1.1299024,1.7537051,1.2698787,1.1926439,0.7791019,0.84354496,0.75399935,1.6334087,1.0780146,1.4178755,0.71422523,0.33588532,1.372648,1.4703357
13,-0.0015508013,1.1775564,1.7380524,1.4311492,0.43807796,1.5129743,0.89097375,2.053464,1.4993738,1.1088002,1.7286768,1.2313882,1.1554267,0.7178424,0.7835375,0.7216262,1.6127934,1.0383062,1.4380502,0.7134631,0.38034222,1.3794273,1.447367
