time_index,normal_p05,normal_p50,normal_p95,normal_reference_00,normal_reference_01,normal_reference_02,normal_reference_03,normal_reference_04,normal_reference_05,normal_reference_06,normal_reference_07,normal_reference_08,normal_reference_09,normal_reference_10,normal_reference_11,normal_reference_12,normal_reference_13,normal_reference_14,normal_reference_15,normal_reference_16,normal_reference_17,normal_reference_18,normal_reference_19
0,-2.0182397,-0.9317364,0.32575485,-0.300208,-0.657717,-1.8305446,-1.2822454,-1.1032039,-1.0634356,0.37643084,-1.000112,-1.4063865,-0.70866233,-0.8609063,-0.78897333,-1.0650916,-1.1965526,-0.54725707,-0.32077238,-0.16825145,-2.3795097,-0.5565529,-0.34090564
1,-1.7619103,-0.8660785,0.58581954,-0.300208,-0.657717,-1.8305446,-1.2822454,-1.1032039,-1.0634356,0.95080626,-1.000112,-1.4063865,-0.70866233,-0.9293686,-0.78897333,-0.8634801,-0.42547646,-0.54725707,-0.32077238,-0.16825145,-2.0664115,-0.5565529,-0.34090564
2,-1.5051383,-0.8344275,0.6297318,-0.300208,-0.50815487,-1.3724982,-0.8439466,-0.99739814,-1.0814828,0.74206185,-0.9931387,-1.3099747,-0.69675416,-0.9266784,-0.78897333,-0.76247436,0.10625922,-0.39888632,0.14932571,-0.16825145,-0.89873207,-0.67025137,-0.6429689
3,-1.250513,-0.78223383,0.572718,-0.50899196,-0.39604253,-1.0847086,-0.79176813,-0.8526268,-1.0800041,0.08146538,-0.99174917,-1.1615314,-0.6059775,-0.9115326,-0.7882717,-0.84332633,0.29512337,-0.37564752,0.463348,-0.23749086,0.158154,-0.63882285,-0.6873829
4,-1.1966892,-0.708001,0.5644657,-0.72260314,-0.34943405,-0.90244156,-0.790429,-0.708001,-1.055071,-0.53375727,-0.90644705,-1.0044241,-0.4863869,-0.7653047,-0.75014657,-0.75091004,0.22130878,-0.41599336,0.55214435,-0.30673027,0.71577275,-0.52612317,-0.31088945
5,-1.0971665,-0.6209228,0.43266162,-0.84208894,-0.35358518,-0.89666265,-0.7862628,-0.56367815,-0.9284751,-0.6209228,-0.7484534,-0.8386818,-0.37828535,-0.62733084,-0.59111446,-0.7320015,0.48968723,-0.56820726,0.47911555,-0.3777413,0.5929076,-0.5217886,-0.06757806
6,-1.169743,-0.5338115,0.3742917,-0.71025515,-0.3905305,-1.0829732,-0.66077805,-0.41980705,-0.61767864,-0.025377782,-0.5697164,-1.156084,-0.31882948,-0.5338115,-0.43208244,-0.54919297,0.38875842,-0.61772543,0.42485693,-0.4493118,-0.006047721,-0.48971978,-0.060250845
7,-1.139568,-0.42954832,0.18541756,-0.4643618,-0.4277557,-1.3291122,-0.6426108,-0.3673067,-0.45425904,0.4404466,-0.39254853,-1.1687973,-0.31882948,-0.2776585,-0.4089505,-0.41181996,0.0885048,-0.62025875,0.24627334,-0.490123,-0.21096693,-0.37602133,-0.11758297
8,-0.96310806,-0.3460008,0.08160521,-0.22321554,-0.45877618,-1.4841859,-1.1968191,-0.37159938,-0.2919787,0.42651898,-0.26396295,-0.8269102,-0.1395882,-0.20616235,-0.4089505,-0.2455381,-0.2507979,-0.6216315,-0.23278773,-0.34198424,-0.32001674,-0.33083346,-0.28211895
9,-0.82737285,-0.3037713,0.022349715,-0.17382413,-0.45841125,-1.403292,-1.3538814,-0.41254044,-0.12908119,-0.13200326,-0.20447616,-0.49623135,0.043843742,-0.13406023,-0.37217316,-0.21421391,-0.61396205,-0.6222765,-0.61272854,-0.1938455,0.036721777,-0.33083346,-0.51567835
10,-0.69311863,-0.27192956,0.11744528,-0.29439726,-0.40449807,-0.9826041,-1.23183,-0.4120016,-0.070673555,-0.60696954,-0.17581667,-0.24284966,0.052032907,-0.096783996,-0.2943749,-0.27389616,-0.58504474,-0.6222765,-0.8543095,-0.12172372,0.17315352,-0.5327205,-0.65618974
11,-0.67117727,-0.2373772,0.22525454,-0.300208,-0.31821117,-0.3743498,-0.4665286,-0.41159248,-0.06799156,-0.68717754,-0.22319674,-0.079821765,-0.12966254,-0.23808014,-0.23072179,-0.35611978,-0.2845596,-0.6222765,-0.88019544,-0.11977144,0.10101144,-0.67117727,-0.7616595
12,-0.6273434,-0.22083941,0.33977738,-0.34524134,-0.20068689,0.22854707,0.11080364,-0.42695853,-0.046774246,-0.4537877,-0.2361056,0.08723475,-0.4747471,-0.35379896,-0.30852005,-0.49116,-0.2845596,-0.50555134,-0.6399553,-0.11781916,-0.13571516,-0.5604236,-0.85584545
13,-0.6060474,-0.23214048,0.3949289,-0.4658145,-0.0825007,0.64458215,0.5172548,-0.47535235,-0.0020942907,-0.36170486,-0.3529556,0.10774685,-0.29993224,-0.36865473,-0.3863183,-0.43441296,-0.2072144,-0.1930291,-0.26269367,-0.11702798,-0.48402813,-0.32787198,-0.74934405
14,-0.5560791,-0.18787561,0.34982738,-0.29875532,0.0250627,0.77632743,0.57968354,-0.47951525,-0.008446519,-0.46542227,-0.412638,-0.052342363,-0.09708641,-0.42484194,-0.35281518,-0.40212584,-0.11760064,-0.3775302,0.010985344,-0.1163658,-0.43896782,-0.0012036987,-0.44767696
15,-0.51336366,-0.18133473,0.34347215,-0.083298005,0.10487539,0.7035049,0.500518,-0.4549665,-0.11920022,-0.3787889,-0.35665363,-0.22195125,0.0222165,-0.37217072,-0.27364996,-0.23708871,-0.11148629,-0.5545006,0.0133035,-0.11607444,-0.18575366,0.14126335,-0.09114053
16,-0.5166724,-0.19169804,0.33521447,0.039393652,0.12054303,0.61301184,0.2318633,-0.401801,-0.12954044,-0.33173904,-0.4037922,-0.2428106,0.07014784,-0.19007078,-0.19402552,0.028234882,-0.08391621,-0.24197838,-0.20452422,-0.11673662,-0.007723549,0.23601267,0.24469067
17,-0.51353985,-0.1682388,0.35778943,0.16482683,0.081274346,0.5063673,0.19947803,-0.3057929,-0.25622746,-0.22685063,-0.26698014,-0.07111292,0.075256236,-0.09542908,-0.11345706,0.18509383,-0.24109066,-0.22879972,-0.47407883,-0.11739879,0.05553299,0.2389575,0.35778943
18,-0.5429993,-0.1262685,0.32032132,0.2841621,-0.03624994,0.49098054,0.16169162,-0.14618106,-0.38801256,-0.32580268,-0.08689025,-0.0592717,0.07845258,0.07325081,-0.032888602,0.39353812,-0.28374377,-0.35682088,-0.5429993,-0.1673725,-0.21319887,0.18058981,0.39276814
19,-0.44196537,-0.051522233,0.33385563,0.2841621,-0.1212478,0.5672528,0.0022508397,0.040055096,-0.3962655,-0.2985102,0.05159378,-0.20531341,0.08089105,0.24907503,-0.031113058,0.39064854,-0.28373423,-0.044298645,-0.42391324,-0.2427491,-0.40880764,0.06689134,0.18725534
20,-0.41616043,-0.017681157,0.34344658,0.22296453,-0.20113094,0.7643572,0.39266726,0.22063209,-0.30475837,-0.20780462,0.203316,-0.5487088,0.08196698,0.29612204,-0.033883255,0.24433038,-0.13356422,0.1169489,-0.2982205,-0.31516224,-0.34809515,0.046907492,0.2057713
21,-0.3815356,0.05206374,0.3940845,0.09597956,-0.28094363,1.0420945,0.9024973,0.19735828,-0.20828292,0.18047728,0.28247905,-0.10268951,-0.0057537663,0.2896935,0.0043809796,0.031727843,0.048798934,0.11557616,-0.10321294,-0.31645235,-0.11169461,0.025204143,0.44567248
22,-0.3850229,0.06871693,0.40273768,0.079074875,-0.3240475,1.1583228,0.9727794,0.12161311,0.10226955,0.16716485,0.2224934,0.12821428,-0.12914336,0.20763743,0.07441381,-0.16663224,0.028903276,0.10589733,0.052685466,-0.31774244,0.12078968,-0.09029183,0.43650067
23,-0.4446326,0.01530501,0.36513647,-0.0018633239,-0.2962541,0.94291925,0.49714434,0.01530501,0.2011932,0.0051495596,0.07776036,-0.043483406,-0.2505425,-0.012010436,0.10378026,-0.27088878,-0.12028864,0.14081344,0.019094335,-0.28843108,0.16371302,-0.20211512,0.16054824
24,-0.47535098,-0.06073068,0.32148588,-0.23996533,-0.18545026,0.3726952,-0.33173126,-0.17312723,0.20240255,-0.035641663,-0.09916197,0.23926677,-0.31882948,-0.20122805,-0.049851988,-0.27112687,-0.3479258,0.27006036,-0.05819374,-0.2168606,0.16167578,-0.31007245,-0.5839629
25,-0.59100443,-0.17520083,0.27181172,-0.300208,-0.11662427,-0.59100443,-1.1606069,-0.32923904,0.18751803,0.09735142,-0.24680945,0.4307559,-0.31882948,-0.3155002,-0.20348424,-0.21955755,-0.45476326,0.08470885,0.031476647,-0.1452901,0.10866191,-0.41518974,-1.3200127
26,-0.6981952,-0.19228122,0.2117501,-0.28102955,-0.05117926,-1.5008307,-1.5506079,-0.41623133,0.03294277,0.14762804,-0.2963589,0.41828457,-0.31882948,-0.330243,-0.17781566,-0.10969521,-0.43744847,-0.18122658,-0.33436233,-0.030262083,0.090874225,-0.4794612,-1.5558158
27,-0.9288418,-0.21763156,0.24948438,-0.16732863,0.012762728,-1.8768944,-1.4803257,-0.33752498,-0.14005692,-0.5236077,-0.2891462,0.12088261,-0.29944277,-0.23579675,-0.10732188,-0.07426555,-0.41684026,-0.3191491,-0.6570393,0.095630325,0.07647889,-0.27057898,-0.85355854
28,-1.1870934,-0.15790132,0.30341557,0.005352029,0.10133712,-1.7266413,-0.9189495,-0.23340982,-0.20544747,-1.2635224,-0.18332405,-0.080321565,-0.18013985,-0.10594634,-0.04207264,0.029136727,-0.47549728,-0.29787502,-0.85235924,0.21348944,-0.12073398,-0.06738332,0.524917
29,-1.1776544,-0.09542301,0.31153095,0.2148924,0.15857819,-1.1871953,-0.48207146,-0.11128063,-0.2953597,-1.6136702,-0.03190496,-0.080321565,-0.06598824,-0.038803156,0.015879845,0.1087269,-0.7448778,-0.16780405,-1.0452938,0.29475245,-0.55411094,0.128826,1.7213882
30,-1.168237,-0.027197259,0.33459044,0.09110283,0.1939444,-0.54257405,-0.32263067,0.028216124,-0.34373078,-0.5285415,0.06034334,-0.080321565,0.043502666,0.036739998,0.07099065,0.13978411,-0.9552214,-0.1743547,-0.8165564,0.37601542,-0.89798075,0.15293685,2.2615404
31,-0.936907,0.06328241,0.7109453,0.054817278,0.2552831,-0.0915954,-0.041778695,0.14337417,-0.18247788,0.7109453,0.1415931,-0.0826621,0.14018999,0.11460701,0.05079684,0.23316018,-0.10297974,-0.13253772,-0.10770091,0.39338255,-0.95092547,0.11840455,1.9440664
32,-0.37822512,0.13484482,1.6016695,0.13277307,0.3275128,0.07872207,0.18805315,0.21340735,-0.06435309,1.227634,0.20576529,-0.08883261,0.20407751,0.11924736,0.030603029,0.2014857,0.69036084,-0.027574144,0.6408988,0.36054578,-0.37770385,0.012734219,0.97118604
33,-0.36602736,0.17767046,1.9705181,-0.021048248,0.4074417,0.14301106,0.17912254,0.2473963,0.10518914,1.8066578,0.19632797,0.15699781,0.1744346,0.17752673,0.010234351,0.12501585,1.6014796,-0.035103064,1.2405225,0.32770902,0.7035042,-0.11828629,0.020203127
34,-0.25165862,0.23138732,2.1709905,-0.16344349,0.49302104,0.15676954,0.26256683,0.25542846,0.27194783,0.86788696,0.17865875,0.31949815,0.09322881,0.16538858,-0.010226618,0.18222526,1.7827251,-0.061152574,1.8063785,0.37944987,1.2066597,-0.2857477,-0.54565716
35,-0.17383957,0.27789122,1.8950298,-0.17383957,0.5723628,0.1766344,0.38456455,0.32924715,0.34076294,1.295864,0.21017271,0.2760855,-0.020598395,0.16932371,0.0060104113,0.20313825,1.3264525,-0.085917994,1.6219625,0.4365893,1.5823048,-0.11406499,-0.7861074
36,-0.14107332,0.3482344,1.5254225,0.05946724,0.63917387,0.2354798,0.48760903,0.42037964,0.30072808,1.5254225,0.26243234,0.43187585,0.17829977,0.23428105,0.12010877,0.3619686,0.7977691,-0.1052698,1.196199,0.430164,1.5964926,0.17520486,-0.7547293
37,-0.35557058,0.38435584,1.2524848,0.36948475,0.66845065,0.3261399,0.6129538,0.51033574,0.27397713,0.8439198,0.35366592,0.4869727,0.3481663,0.3392923,0.23420712,0.62197214,0.3937143,-0.09656278,0.73835176,0.2886637,1.20539,0.3283021,-0.78827846
38,-0.7198738,0.4572828,1.0224724,0.4726665,0.6490435,0.44774547,0.7542124,0.59042156,0.22035336,0.2167293,0.5055545,0.3025956,0.4453045,0.50022227,0.47378352,0.7573742,0.43815172,0.099939466,0.3088769,0.14716338,0.76657474,0.4787507,-0.91784817
39,-0.8600926,0.49030697,0.9801285,0.49247995,0.5857591,0.58425695,0.82812756,0.6595657,0.19634406,-0.9394675,0.6249692,0.2641371,0.4239952,0.65427,0.7287246,0.8577973,0.12080855,0.34875274,-0.0706121,0.03528544,-0.13400517,0.6247241,-0.8258816
40,-1.0637788,0.54732925,0.8808429,0.4418935,0.44814837,0.6790854,0.7996571,0.6973139,0.23202677,-1.2856314,0.67706317,0.35423088,0.35579884,0.7837099,0.8330836,0.7910374,-0.20049359,0.6417397,-0.4136897,-0.06389719,-0.796065,0.5881036,-0.5345324
41,-1.1953449,0.54651046,0.86582506,0.41674668,0.3055143,0.7281329,0.6472462,0.6051171,0.3199561,-1.2611516,0.6752456,0.6398687,0.34574515,0.7689009,0.79223853,0.6218016,-0.7267912,0.5193045,-0.72828937,-0.15474202,-0.94455075,0.4698559,0.1205537
42,-1.2117629,0.46438935,0.8177435,0.3694797,0.15696163,0.7054795,0.42896932,0.46829724,0.37930897,-0.8713921,0.57591784,0.7027821,0.2149228,0.62979,0.72393984,0.36732766,-1.5116875,0.52072126,-0.9448031,-0.14970203,-0.9606366,0.31508014,0.97050935
43,-1.1218151,0.33769837,0.79431224,0.28543818,-0.0015148096,0.64503026,0.24441366,0.31803402,0.38267884,0.04206267,0.4759036,0.6386745,-0.07929244,0.39148706,0.46738738,0.18936034,-1.453426,0.7443549,-1.2062916,-0.14466207,-0.74706244,0.17866337,1.501547
44,-0.8089606,0.23306292,0.9402686,0.07703459,-0.11412967,0.4808889,0.14310823,0.17192592,0.3687417,0.83671975,0.28111097,0.4059534,-0.046768025,0.13355541,0.21083497,0.041540574,-0.8354218,0.44049248,-1.1364444,-0.20671304,-0.41701218,0.07896459,1.6735744
45,-0.56186116,0.17450406,1.5110322,-0.13464817,-0.19270201,0.3236251,0.025403315,0.04604319,0.3021523,1.3693032,0.11683373,0.3939505,0.03894493,0.015763532,0.090541944,0.0063413833,0.18498322,0.11029679,-0.7757304,-0.34752294,0.159111,0.046378937,1.5822955
46,-0.30286282,0.07959167,1.729006,-0.25733984,-0.22803266,0.21363619,-0.039183352,-0.060952075,0.22942694,1.165343,-0.0039715013,0.31376585,-0.07355817,-0.049204506,0.016776528,0.014164764,1.3275672,0.11571674,-0.26103023,-0.48833284,1.0876065,0.04932376,1.0561984
47,-0.2929457,0.033644803,1.7205673,-0.13914612,-0.26463354,0.081548996,0.10857374,-0.14179374,0.18484068,0.6087034,-0.16511686,-0.0069800415,-0.12685968,-0.013052087,-0.029909963,-0.012550954,1.6486686,0.015946604,0.5252727,-0.449186,1.7205673,0.05037249,0.6585553
48,-0.30211636,-0.017236622,1.5395525,0.07262045,-0.30211636,0.04383089,0.16662729,-0.13971873,0.13972345,0.00033487173,-0.18048763,-0.06356956,-0.12384749,0.008351572,-0.02920834,-0.009485989,1.4200447,-0.12911776,1.275711,-0.37576166,1.5395525,-0.015976153,0.48292544
49,-0.28956103,-0.070091374,1.447195,-0.17493765,-0.34059107,0.025888942,0.16228619,-0.13880178,0.12228558,-0.3083607,-0.15656327,-0.008257401,-0.22786102,-0.045044422,-0.028506717,-0.09591547,0.844539,-0.1304905,1.5977231,-0.3020535,0.8876452,-0.2433731,0.087515414
50,-0.3342093,-0.10556694,1.2032734,-0.23960128,-0.34176734,-0.01254061,0.014529102,-0.1666398,0.076031625,-0.35771573,-0.15657309,0.16344029,-0.2899972,-0.0049185995,-0.10759754,-0.18651868,0.22579892,-0.20769626,1.5086299,-0.2273391,0.15528671,-0.26147985,-0.188746
51,-0.3435139,-0.1390414,0.70641404,-0.11690963,-0.32217982,-0.032323733,-0.13589291,-0.2635482,-0.017834276,-0.35771573,-0.12925877,0.06005646,-0.16859809,-0.16164707,-0.18816599,-0.25641125,-0.006324916,-0.36258465,1.157198,-0.15262467,-0.2320936,-0.1487802,-0.29349884
52,-0.3590994,-0.15140516,0.5565841,-0.10656214,-0.28270283,-0.046697263,-0.28862453,-0.23349725,-0.06625155,-0.35771573,-0.13889831,-0.11058365,-0.12003843,-0.20675048,-0.2678925,-0.27085078,0.1656263,-0.10041335,0.4680666,-0.16639619,-0.11301224,-0.037901804,-0.46387395
53,-0.36414877,-0.19189857,0.54471856,-0.10656214,-0.28240904,-0.075584315,-0.13930397,-0.2546255,-0.06869232,-0.35771573,-0.24040563,-0.28228134,-0.12003843,-0.26682132,-0.3470577,-0.21105334,0.55766374,0.047419995,0.15907338,-0.23915835,0.2328231,-0.012842244,-0.50603765
54,-0.38157856,-0.20807558,0.58402705,-0.10656214,-0.23979001,-0.04872821,0.01853086,-0.35168418,-0.12532786,-0.35771573,-0.2863081,-0.18163098,-0.0021561892,-0.46246153,-0.39197636,-0.13982318,0.6631213,-0.10479391,0.23914132,-0.3119205,0.58058304,-0.23629554,-0.38465932
55,-0.38157856,-0.20696865,0.58061326,-0.19968954,-0.16109662,0.03932403,0.17797165,-0.44829175,-0.091749586,-0.35771573,-0.28684875,-0.10861012,0.04105976,-0.37335196,-0.31417808,-0.0012869872,0.5146499,-0.25409073,0.37699252,-0.16628651,0.7672654,-0.26693714,-0.3740507
